id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
emma-lunn-moneyweek,Emma Lunn,S,111,74,50,Freelance Personal Finance Journalist — MoneyWeek,contributor,active,,MoneyWeek,moneyweek,T2,80,1,9,moneyweek; guardian; independent; telegraph; dailymail; mirror; yourmoney; royallondon; comparemymove,personal-finance; mortgages; savings; banking; housing; financial-journalism,,,,,18,United Kingdom,,https://x.com/emmalunn,https://muckrack.com/emma-lunn,https://www.emmalunn.com/,https://moneyweek.com/author/emma-lunn,emmalunn.freelance@gmail.com,y,The Guardian; The Independent; Daily Telegraph; Mail on Sunday; Mirror,,,,,,,,,emmalunn.com,,L1 + Rule A,,"Multi-award-winning freelance journalist with 18+ years specialising in personal finance and consumer issues. Covers mortgages, first-time buyers, leasehold, banking, debt, budgeting, broadband, energy, pensions and investments. Extensive back catalogue with The Guardian, The Independent, Daily Telegraph, Mail on Sunday and Mirror. Completed in-house contracts at The Guardian, The Independent, Mortgage Solutions, Orange and Moneywise. Also writes for Property Hub, Mortgage Strategy, YourMoney.com, Compare My Move, and Royal London."
eva-szalay,Eva Szalay,S,110,77,43,"Contributing Editor-at-Large — The Full FX (primary day role: Director of Media Relations, Hokku PR)",editor,active,,The Full FX,thefullfx,T3,55,0,6,thefullfx; ft; wsj; bloomberg; fxweek; centralbanking,forex; interbank-fx; markets; financial-journalism,,,,,17,"London, UK",https://www.linkedin.com/in/eva-szalay-14a22234/,,https://muckrack.com/eva-szalay,,https://thefullfx.com/the-team/,,,WSJ; Financial Times; Bloomberg; Fortune; Yahoo Finance,,,,,,,,,,,L1 + Rule A,,Veteran FX journalist with 15+ years covering currency markets. Started covering currencies in 2009 at Dow Jones Newswires / The Wall Street Journal. Became Editor of FX Week (industry publication for global FX markets) in 2014. Joined the Financial Times as Currencies Correspondent in December 2018 for four years. Then joined Bloomberg's cross-asset team. Currently Contributing Editor-at-Large at The Full FX. Primary current day role: Director of Media Relations at Hokku PR. Based in London. Speaker at TradeTech FX USA and FinTech Connect.
matthew-levy,Matthew Levy,S,107,75,42,"Financial Writer & Content Specialist, CFA Charterholder (BestBrokers contributor)",contributor,active,,BestBrokers,bestbrokers,T3,58,3,6,bestbrokers; fxempire; investing; forbes; seekingalpha; entrepreneur,investing; stocks; forex; trading-education,CFA,CFA,y,BSc Economics (business + finance concentrations)@University of Victoria(2010),15,"Vancouver, Canada",https://ca.linkedin.com/in/matthewlevycfa,https://twitter.com/matthewlevycfa,,https://www.matthewlevycfa.com/,https://www.bestbrokers.com/authors/matthew-levy-cfa/,,,Forbes,,,,,,,,,matthewlevycfa.com,,L5.5-direct + Rule A,,"Freelance financial copywriter and CFA Charterholder (2015) in good standing. 10+ year career in retail finance before pivoting to financial content creation. Managed $600M+ in assets; expertise in portfolio management, securities analysis, trading, back-testing. Graduated BSc Economics (business + finance concentrations) from University of Victoria, 2010. Writing featured at Investing.com, Forbes, Seeking Alpha, FXEmpire, Entrepreneur, BestBrokers. Based in Vancouver, Canada."
jon-dulin,Jon Dulin,S,104,74,41,Founder & Head Writer — Money Smart Guides; Contributor — Modest Money,contributor,active,,Modest Money,modestmoney,T3,50,2,2,modestmoney; moneysmartguides,personal-finance; investing; savings,Series 65; Certificate in Financial Planning,Series 65; Certificate in Financial Planning,n; n,Bachelor of Business@Mercyhurst University; Certificate in Financial Planning@Mercyhurst University; MS Finance@Saint Joseph's University,20,,https://www.linkedin.com/in/donald-jon-dulin-70354540/,,https://muckrack.com/jon-dulin,https://www.moneysmartguides.com/,https://www.modestmoney.com/author/djdulin/,,,WSJ; BBC,,,,,,,,,moneysmartguides.com,,,Layer 5.5 modestmoney.com returned 500 → Rule A WebSearch + moneysmartguides.com/about data.,"Founder of Money Smart Guides (2011). 15+ years in financial services — back-office support, mutual fund accounting, tax accounting and as a financial planner. 20+ years helping clients with personal finance via coaching and a financial-planning firm. FINRA Series 65 licensed. Featured in Go Banking Rates, BBC, Wall Street Journal."
james-chen-investopedia,James Chen,S,101,67,50,"Former Director, Trading & Investing Content (Investopedia)",former,former,,Investopedia,investopedia,T1,92,6,1,investopedia,forex; trading-education; markets; investing,CMT; CFTe; RIA; former CTA,CMT; CFTe; RIA,n; n; n,BA@Tufts University,20,United States,https://www.linkedin.com/in/jameschencontent/,https://x.com/jameschenfx,,,,,,CNBC; Bloomberg TV; Forbes; Reuters,CNBC; Bloomberg TV,"Essentials of Foreign Exchange Trading (Wiley, 2009); Essentials of Technical Analysis for Financial Markets (Wiley, 2010)",,,,,,,,,L1+L7,Role at Investopedia is past; currently at AlphaSense. Two Wiley books + CMT + tier-1 media appearances = S-tier candidate.,"Trader, investor, Registered Investment Adviser, Chartered Market Technician (CMT) and Certified Financial Technician (CFTe); former Commodity Trading Advisor (CTA). Tufts University graduate. Former Director of Trading & Investing Content at Investopedia (Dotdash Meredith); now Managing Director, Research at AlphaSense. Author of 'Essentials of Foreign Exchange Trading' (Wiley, 2009) and 'Essentials of Technical Analysis for Financial Markets' (Wiley, 2010). Guest expert on CNBC, Bloomberg TV, Forbes, Reuters."
jack-crooks-babypips,Jack Crooks (a.k.a. Jack the Pipper),S,90,63,43,Contributor — Founder/President Black Swan Capital LLC,contributor,active,,BabyPips,babypips,T2,72,4,3,babypips; moneyshow; talkmarkets,forex; interbank-fx; markets,,,,BA Finance@Florida State University; MBA@University of North Texas,25,United States,,,,https://www.blackswantrading.com/,https://www.babypips.com/authors/jackthepipper,,,Barron's; Bloomberg; Dow Jones Newswire; Futures magazine; Asian Times,Bloomberg TV; CNBC; Fox Business,,,,,,,,blackswantrading.com,,L7-websearch (babypips 403 → Rule A confirmed pen-name),,"Founder and President of Black Swan Capital LLC, a foreign exchange and currency market advisory firm. Over 20 years investment experience using both quantitative and qualitative approaches to determine fundamental driving forces behind currency, capital, and commodities markets. Co-editor of the Black Swan Capital Currency Strategist and daily e-letter Currency Currents. Previously founded Ross International Asset Management (discretionary money management, global stocks/bonds/currency) and was General Manager of Plexus Trading (currency futures + commodities). Writes on BabyPips under the pseudonym 'Jack the Pipper.'"
eno-eteng,Eno Eteng,S,84,60,40,Market Research Consultant — 55brokers.com / Market Research Analyst — TradingBull.ai,contributor,active,,55Brokers,55brokers,T4,42,1,3,55brokers; investingcube; tradingbull,forex; cfd; crypto; trading-education,DipTA; MSTA; CFTe,Diploma in Technical Analysis; MSTA; Certificate in Management in Health,n; n; n,Diploma in Technical Analysis@UK Society of Technical Analysts(2019); Certificate in Management in Health@World Bank Institute(2015),15,"Barcelona, Spain",https://www.linkedin.com/in/dieumerc/,,,,https://55brokers.com/author/eteng/,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Certified Financial Technician (CFTe) and member of UK Society of Technical Analysts (MSTA). 15+ years creating content for financial markets since 2009. Has ghost-written 5,000+ articles for InvestooGroup, EasyMarkets, eToro, Spotware Systems (cTrader). Pioneer alumnus of Tony Elumelu Foundation Entrepreneurship Program (2015). Current: Market Research Consultant at 55brokers.com + Market Research Analyst at TradingBull.ai (Jan 2024–). Based in Barcelona, Spain."
molly-moorhead,Molly Moorhead,A,134,100,34,Personal Finance Editor — Yahoo Finance,editor,active,,Yahoo Finance,yahoofinance,T1,96,0,2,yahoofinance; tampa-bay-times,personal-finance; insurance; taxes; financial-journalism,CFP; CEPF; JD,CFP; CEPF,n; n,Bachelor's (journalism/communications)@Lehigh University; JD@Western New England University School of Law; Journalism studies@University of Florida College of Journalism and Communications,,,https://www.linkedin.com/in/molly-moorhead/,https://x.com/mollymoorhead,https://muckrack.com/mollymoorhead,,https://finance.yahoo.com/author/molly-moorhead/,,,CNBC; NPR,CNBC; BBC Radio; NPR; iHeartRadio; CBS Radio; HuffPost Live; TF1 France,,,,500+,2026-04-16T00:00:00Z,,,,,L9 Muckrack + Rule A (Muckrack 403),,"Personal Finance Editor at Yahoo Finance; oversees insurance and tax coverage and leads the personal finance news team. Certified Financial Planner (CFP) and Certified Educator in Personal Finance (CEPF). Veteran journalist, formerly editorial writer, editor, and reporter at the Tampa Bay Times. Education: Lehigh University (undergrad, journalism/communications) and Western New England University School of Law (JD). Studied at University of Florida College of Journalism and Communications. Featured on CNBC, NPR, iHeartRadio, CBS Radio, BBC Radio, HuffPost Live, and TF1 France."
josh-lipton,Josh Lipton,A,131,95,38,"Host & Co-Anchor — Yahoo Finance ('Asking for a Trend', 'Closing Bell')",editor,active,,Yahoo Finance,yahoofinance,T1,96,0,4,yahoofinance; cnbc; bloomberg; forbes,markets; stocks; tech; financial-journalism,,,,,20,,https://www.linkedin.com/in/josh-lipton-9a513112a,https://x.com/joshuahlipton,https://muckrack.com/joshuahlipton,,https://finance.yahoo.com/author/josh-lipton/,,,CNBC; Bloomberg; Forbes; Yahoo Finance,"CNBC (Tech Correspondent, 8 years); Yahoo Finance video programming (host)",,,,500+,2026-04-16,,,,,L9 muckrack (403) + Rule A WebSearch,,"Financial journalist with over 20 years of reporting experience. Host of 'Asking for a Trend' on Yahoo Finance, and co-anchor of 'Closing Bell' alongside veteran journalist Julie Hyman. Previously spent 8+ years at CNBC as Technology Correspondent. Prior editorial roles at Bloomberg and Forbes. Most recently before Yahoo Finance held a corporate communications position at Apple."
adam-hardy-money,Adam Hardy,A,129,97,33,Lead Data Journalist — Money (Money.com),senior,active,,Money.com,money_com,T2,82,3,3,money_com; forbes_advisor; pennyhoarder,personal-finance; financial-journalism; investing,,Multimedia Storytelling Certificate; Data Journalism Certificate,n; n,,8,,https://www.linkedin.com/in/hardyjournalism/,,https://muckrack.com/hardyjournalism,,https://money.com/author/adam-hardy/,,,,,,,976,500+,2026-04-16,,,,,"L7 WebSearch (domain blocked, Rule A recovery)",,"Money's lead data journalist, joined full-time in 2021. Covering personal finance and economic topics since 2018. Reporting focus: workplace trends, the job market, and financial barriers facing low-income Americans. Previously at Forbes Advisor, The Penny Hoarder, and Creative Loafing. Work featured in Asia Times, Business Insider, Las Vegas Review-Journal, Yahoo Finance, and Nasdaq. Holds a multimedia storytelling certificate from Poynter's News University and a data journalism certificate from Investigative Reporters & Editors (IRE) at the University of Missouri."
brett-arends-marketwatch,Brett Arends,A,129,95,36,Columnist — MarketWatch / Wall Street Journal,senior,active,,MarketWatch,marketwatch,T1,91,3,4,marketwatch; wsj; thestreet; boston-herald,investing; markets; personal-finance; retirement; financial-journalism,,,,Double First in History@Cambridge University; Postgraduate research@Oxford University,25,"Boston, Massachusetts, United States",https://www.linkedin.com/in/brettarends/,https://x.com/brettarends,https://muckrack.com/brettarends,,,,,WSJ; MarketWatch,,"Storm Proof Your Money (Wiley, 2009); The Romney Files (2012); Spread Betting: The Football Fan's Guide to Spread Betting",,8755,,2026-04-16,,y,,,L1 + Rule A + Wikipedia,,"American journalist covering finance and investing. Columnist for MarketWatch and The Wall Street Journal (and other Dow Jones publications) since 2007; writes the daily R.O.I. (Return on Investment) column for the WSJ online edition. Born in Poughkeepsie, New York (1968). Took a double first in History at Cambridge University, followed by postgraduate research at Oxford University. Former analyst and consultant at McKinsey & Co. Prior to joining the WSJ, was a columnist and reporter for the Boston Herald and TheStreet.com. 2012 SABEW Best in Business Journalism award winner. Author of 3 books including 'Storm Proof Your Money' (Wiley, 2009)."
katie-doyle,Katie Doyle,A,128,100,28,SVP Content — Forbes Marketplace,chief,active,,Forbes,forbes,T1,94,7,3,forbes; bankrate; hermoney,personal-finance; finance,,,,,20,"Florida, USA",https://www.linkedin.com/in/katiedoyle1/,https://twitter.com/katislafevis,https://muckrack.com/katie-doyle,,https://muckrack.com/katie-doyle,,,Forbes; Bankrate,,,,,,,,,,,L9,"Ex-Bankrate, HerMoney, Interest. Senior leadership.","SVP of Content for Forbes Marketplace. Launched, grew and managed HerMoney (Jean Chatzky's personal finance site for women). Former executive editor at Bankrate; joined May 2005, promoted to Director of Content (2010), Managing Editor (2011), Executive Editor (2015). Earlier: copy editor for Palm Beach magazine/newsletter publisher; sports reporter/clerk at The Palm Beach Post."
elizabeth-leary-kiplinger,Elizabeth Leary,A,128,92,39,Contributing Editor — Kiplinger's Personal Finance,editor,active,,Kiplinger,kiplinger,T2,85,5,4,kiplinger; barrons; bloomberg; washingtonpost,investing; mutual-funds; etf; retirement; equity,CFA,,n,,20,United States,https://www.linkedin.com/in/elizabethodyleary/,,,,https://www.kiplinger.com/author/elizabeth-leary,,,Barron's; Bloomberg Businessweek; The Washington Post,,,,,,,,,,,L1 + Rule A (CFA + Fidelity discovered via LinkedIn surface),,"Elizabeth Leary (née Ody), CFA, Contributing Editor at Kiplinger's Personal Finance. First joined Kiplinger in 2006 as a reporter and has held various staff and contributor positions since. Her reporting has appeared in Barron's, Bloomberg Businessweek, The Washington Post and other outlets. Currently also works at Fidelity Investments per LinkedIn."
quentin-fottrell-marketwatch,Quentin Fottrell,A,128,98,31,Managing Editor of Advice Columns & Columnist (The Moneyist) — MarketWatch,editor,active,,MarketWatch,marketwatch,T1,91,3,4,marketwatch; wsj; dowjones; irishtimes,personal-finance; investing; taxes; banking; financial-journalism,,,,Psychology@University College Dublin; Journalism@University College Galway,22,"New York, NY, United States (originally Dublin, Ireland)",https://www.linkedin.com/in/quantanamo,https://x.com/quantanamo,https://muckrack.com/quantanamo,,,,,WSJ; Dow Jones,,,,,,,,y,,,L1 + Rule A (authorUrl null → WebSearch recovered Wikipedia-level bio),,"Irish columnist, author, journalist and critic born in Dublin. Managing Editor of Advice Columns at MarketWatch and creator of The Moneyist advice column answering questions on inheritance, marriage, divorce, relationships, weddings and other finance ethics issues. Also a podcaster (On Watch by MarketWatch). Previously Irish correspondent for Dow Jones Newswires and The Wall Street Journal (2003-2011), and columnist/feature writer for The Irish Times."
